prediction_source,evaluation_protocol,analysis_family,model_name,modality,submodality,modality_combination,fusion_method,feature_strategy,selected_feature_k,metric_split,split,analysis,n_aligned,duration_mean,duration_std,probability_duration_pearson,probability_duration_spearman
compare_is10_final_validation_predictions,compare_is10_existing_participant_split,strong_audio_modality,xgboost_smote_f80,speech,vowel_o,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,289,10.390499783737024,5.067222280510084,-0.2683185064366129,-0.2623812544902008
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,catboost_smote_f80,breath,deep_breath,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,392,14.724866709183674,5.724369848763156,-0.14060969885995966,-0.10339949046870472
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,catboost_smote_f80,breath,deep_breath,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,402,15.837174129353233,6.215333403672904,-0.18190343771872491,-0.20261379026615894
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,catboost_smote_f80,breath,shallow_breath,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,388,10.568558956185568,5.323598489267108,0.01186151389903825,0.04582126554593689
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,catboost_smote_f80,breath,shallow_breath,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,397,10.742097764483628,5.027293789852788,-0.019355910289085725,-0.031215540447507927
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,catboost_smote_f80,cough,heavy_cough,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,409,5.390074113691933,2.2256502607692266,-0.10592362093833724,-0.09500270263576237
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,catboost_smote_f80,cough,heavy_cough,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,417,6.143201738609113,3.129714127826045,-0.09819684739243568,-0.1775293924107238
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,catboost_smote_f80,cough,shallow_cough,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,409,4.839944070904646,2.005710302283906,-0.20420244714812816,-0.26626079243603645
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,catboost_smote_f80,cough,shallow_cough,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,413,5.338362742130751,2.920624405073457,-0.023258107646284075,-0.20151648202708464
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,catboost_smote_f80,speech,counting_fast,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,407,8.67567582923833,3.2537822052649257,-0.04548633655447578,-0.08014894076914154
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,catboost_smote_f80,speech,counting_fast,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,415,8.252519277108433,2.998336256557029,0.04509573811748076,-0.055020348443222955
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,catboost_smote_f80,speech,counting_normal,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,411,15.244627737226278,5.282968069782564,0.12427473093896721,0.14261430984496173
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,catboost_smote_f80,speech,counting_normal,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,417,14.091541366906474,4.651679776292589,-0.08672800083353073,-0.0887482270642223
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,catboost_smote_f80,speech,vowel_a,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,382,9.154710242146598,5.072256165617543,-0.2807528379523323,-0.283417972205205
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,catboost_smote_f80,speech,vowel_a,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,401,8.62360551745636,5.06060495589981,-0.3814279989930095,-0.4150740926670741
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,catboost_smote_f80,speech,vowel_e,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,379,9.951368568601584,5.5186456090542615,-0.27756224165839377,-0.2947817178813314
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,catboost_smote_f80,speech,vowel_e,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,395,9.320225949367089,5.742792215538498,-0.38220994944416553,-0.4724298523070505
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,catboost_smote_f80,speech,vowel_o,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,365,9.649860787671233,5.065321633188449,-0.35666309146623226,-0.38369674452836716
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,catboost_smote_f80,speech,vowel_o,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,390,8.93915592948718,5.175527750309688,-0.3272173452800842,-0.3611951548287359
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,lightgbm_smote_f80,breath,deep_breath,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,392,14.724866709183674,5.724369848763156,-0.15875408833032847,-0.16813178215528143
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,lightgbm_smote_f80,breath,deep_breath,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,402,15.837174129353233,6.215333403672904,-0.13003987430727276,-0.21531325353092104
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,lightgbm_smote_f80,breath,shallow_breath,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,388,10.568558956185568,5.323598489267108,-0.016465851990172864,0.03670945419378823
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,lightgbm_smote_f80,breath,shallow_breath,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,397,10.742097764483628,5.027293789852788,-0.04784116124457693,-0.07445671283454446
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,lightgbm_smote_f80,cough,heavy_cough,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,409,5.390074113691933,2.2256502607692266,-0.02393598381286369,-0.09388673531618247
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,lightgbm_smote_f80,cough,heavy_cough,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,417,6.143201738609113,3.129714127826045,-0.10288925216040336,-0.22504479201038957
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,lightgbm_smote_f80,cough,shallow_cough,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,409,4.839944070904646,2.005710302283906,-0.15885478398322053,-0.19012447435175084
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,lightgbm_smote_f80,cough,shallow_cough,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,413,5.338362742130751,2.920624405073457,-0.0217560593280577,-0.21977191830833673
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,lightgbm_smote_f80,speech,counting_fast,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,407,8.67567582923833,3.2537822052649257,-0.05699999871148463,-0.07489465422410647
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,lightgbm_smote_f80,speech,counting_fast,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,415,8.252519277108433,2.998336256557029,0.0710625728922318,-0.06904804914164646
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,lightgbm_smote_f80,speech,counting_normal,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,411,15.244627737226278,5.282968069782564,0.042217877659819616,0.1282523647974407
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,lightgbm_smote_f80,speech,counting_normal,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,417,14.091541366906474,4.651679776292589,-0.08618393677494159,-0.11553847408003226
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,lightgbm_smote_f80,speech,vowel_a,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,382,9.154710242146598,5.072256165617543,-0.19295053868026713,-0.24850802785215362
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,lightgbm_smote_f80,speech,vowel_a,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,401,8.62360551745636,5.06060495589981,-0.3203079817357025,-0.40634297052042073
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,lightgbm_smote_f80,speech,vowel_e,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,379,9.951368568601584,5.5186456090542615,-0.20977256650971926,-0.2658381848968941
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,lightgbm_smote_f80,speech,vowel_e,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,395,9.320225949367089,5.742792215538498,-0.28938629469086496,-0.44374219535553655
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,lightgbm_smote_f80,speech,vowel_o,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,365,9.649860787671233,5.065321633188449,-0.29217587489212754,-0.350026823191995
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,lightgbm_smote_f80,speech,vowel_o,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,390,8.93915592948718,5.175527750309688,-0.2935014606511084,-0.37903598869875654
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,svc_rbf_f60,breath,deep_breath,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,392,14.724866709183674,5.724369848763156,-0.2540004909166677,-0.24728361613644428
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,svc_rbf_f60,breath,deep_breath,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,402,15.837174129353233,6.215333403672904,-0.16470049851392435,-0.20885347447652267
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,svc_rbf_f60,breath,shallow_breath,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,388,10.568558956185568,5.323598489267108,-0.001301895156708778,-0.024881336720140115
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,svc_rbf_f60,breath,shallow_breath,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,397,10.742097764483628,5.027293789852788,-0.11413359226853573,-0.09722861935286359
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,svc_rbf_f60,cough,heavy_cough,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,409,5.390074113691933,2.2256502607692266,-0.10233905464245142,-0.10566863968114856
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,svc_rbf_f60,cough,heavy_cough,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,417,6.143201738609113,3.129714127826045,-0.1049739076357371,-0.1699681626689497
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,svc_rbf_f60,cough,shallow_cough,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,409,4.839944070904646,2.005710302283906,-0.19077871425766535,-0.2235740702638125
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,svc_rbf_f60,cough,shallow_cough,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,413,5.338362742130751,2.920624405073457,-0.11328407659189742,-0.23112910355022903
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,svc_rbf_f60,speech,counting_fast,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,407,8.67567582923833,3.2537822052649257,0.0024989210857567536,-0.0517534566639535
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,svc_rbf_f60,speech,counting_fast,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,415,8.252519277108433,2.998336256557029,-0.023418646797957535,-0.09790788603156059
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,svc_rbf_f60,speech,counting_normal,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,411,15.244627737226278,5.282968069782564,-0.08629592012274018,-0.06980056923546823
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,svc_rbf_f60,speech,counting_normal,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,417,14.091541366906474,4.651679776292589,-0.17366542152573314,-0.19703236425533577
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,svc_rbf_f60,speech,vowel_a,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,382,9.154710242146598,5.072256165617543,-0.1606019185564841,-0.1446798063490355
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,svc_rbf_f60,speech,vowel_a,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,401,8.62360551745636,5.06060495589981,-0.29491556147653636,-0.34176646404708466
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,svc_rbf_f60,speech,vowel_e,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,379,9.951368568601584,5.5186456090542615,-0.24542345489789394,-0.30289407048359335
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,svc_rbf_f60,speech,vowel_e,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,395,9.320225949367089,5.742792215538498,-0.2573068326685584,-0.3024219520525982
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,svc_rbf_f60,speech,vowel_o,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,365,9.649860787671233,5.065321633188449,-0.3142763035392886,-0.3211570086001858
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,svc_rbf_f60,speech,vowel_o,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,390,8.93915592948718,5.175527750309688,-0.22891931947313213,-0.2667964991450093
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,top_4_validation_ensemble,breath,deep_breath,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,392,14.724866709183674,5.724369848763156,-0.18211076844216775,-0.17961107924151035
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,top_4_validation_ensemble,breath,deep_breath,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,402,15.837174129353233,6.215333403672904,-0.17403667455538904,-0.22664098006735608
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,top_4_validation_ensemble,breath,shallow_breath,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,388,10.568558956185568,5.323598489267108,0.01999634946931547,0.04491814121346319
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,top_4_validation_ensemble,breath,shallow_breath,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,397,10.742097764483628,5.027293789852788,-0.03546502466913321,-0.03481719710888299
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,top_4_validation_ensemble,cough,heavy_cough,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,409,5.390074113691933,2.2256502607692266,-0.08484970978093544,-0.11530685372685905
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,top_4_validation_ensemble,cough,heavy_cough,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,417,6.143201738609113,3.129714127826045,-0.10064568763646652,-0.19016926012824967
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,top_4_validation_ensemble,cough,shallow_cough,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,409,4.839944070904646,2.005710302283906,-0.20922452707376196,-0.26828148138173763
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,top_4_validation_ensemble,cough,shallow_cough,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,413,5.338362742130751,2.920624405073457,-0.03453308616521927,-0.22015822581828962
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,top_4_validation_ensemble,speech,counting_fast,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,407,8.67567582923833,3.2537822052649257,-0.04625097528076412,-0.08270879855664921
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,top_4_validation_ensemble,speech,counting_fast,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,415,8.252519277108433,2.998336256557029,0.04265519644232942,-0.078189746121126
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,top_4_validation_ensemble,speech,counting_normal,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,411,15.244627737226278,5.282968069782564,0.1067495354189657,0.13721975375199347
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,top_4_validation_ensemble,speech,counting_normal,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,417,14.091541366906474,4.651679776292589,-0.1003669220121094,-0.11694603074879598
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,top_4_validation_ensemble,speech,vowel_a,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,382,9.154710242146598,5.072256165617543,-0.2464848471554311,-0.25499655886782563
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,top_4_validation_ensemble,speech,vowel_a,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,401,8.62360551745636,5.06060495589981,-0.38168647741471395,-0.4111292312060702
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,top_4_validation_ensemble,speech,vowel_e,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,379,9.951368568601584,5.5186456090542615,-0.26337975801647817,-0.2894354648708887
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,top_4_validation_ensemble,speech,vowel_e,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,395,9.320225949367089,5.742792215538498,-0.3723268919394415,-0.454371443521513
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,top_4_validation_ensemble,speech,vowel_o,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,365,9.649860787671233,5.065321633188449,-0.3492349394518485,-0.37217894285508024
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,top_4_validation_ensemble,speech,vowel_o,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,390,8.93915592948718,5.175527750309688,-0.33399249365823325,-0.36924534005710924
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,xgboost_smote_f80,breath,deep_breath,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,392,14.724866709183674,5.724369848763156,-0.14986669413360773,-0.1286262283101376
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,xgboost_smote_f80,breath,deep_breath,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,402,15.837174129353233,6.215333403672904,-0.15680734144647265,-0.20408001168833728
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,xgboost_smote_f80,breath,shallow_breath,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,388,10.568558956185568,5.323598489267108,0.056701043494488367,0.0733821051415145
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,xgboost_smote_f80,breath,shallow_breath,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,397,10.742097764483628,5.027293789852788,0.00552028871961877,-0.005539903757591916
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,xgboost_smote_f80,cough,heavy_cough,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,409,5.390074113691933,2.2256502607692266,-0.07478895992216143,-0.09737469969221231
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,xgboost_smote_f80,cough,heavy_cough,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,417,6.143201738609113,3.129714127826045,-0.07228179550029278,-0.1851234413994259
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,xgboost_smote_f80,cough,shallow_cough,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,409,4.839944070904646,2.005710302283906,-0.20086801966197215,-0.263093677633497
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,xgboost_smote_f80,cough,shallow_cough,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,413,5.338362742130751,2.920624405073457,-0.004041747894106845,-0.20238092494020526
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,xgboost_smote_f80,speech,counting_fast,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,407,8.67567582923833,3.2537822052649257,-0.04443626929177557,-0.08476089753565787
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,xgboost_smote_f80,speech,counting_fast,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,415,8.252519277108433,2.998336256557029,0.028220811017226066,-0.0832831140760881
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,xgboost_smote_f80,speech,counting_normal,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,411,15.244627737226278,5.282968069782564,0.17422929845909207,0.17580025331147517
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,xgboost_smote_f80,speech,counting_normal,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,417,14.091541366906474,4.651679776292589,-0.08336360644126548,-0.09823595746423612
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,xgboost_smote_f80,speech,vowel_a,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,382,9.154710242146598,5.072256165617543,-0.22935798208764235,-0.2447506651763311
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,xgboost_smote_f80,speech,vowel_a,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,401,8.62360551745636,5.06060495589981,-0.37521445865307085,-0.3930505935856177
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,xgboost_smote_f80,speech,vowel_e,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,379,9.951368568601584,5.5186456090542615,-0.23899698324174448,-0.260886678038699
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,xgboost_smote_f80,speech,vowel_e,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,395,9.320225949367089,5.742792215538498,-0.3892236993488711,-0.44820921342133246
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,xgboost_smote_f80,speech,vowel_o,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,365,9.649860787671233,5.065321633188449,-0.33748613827053114,-0.35637749266048674
compare_is10_final_validation_predictions,compare_is10_temporal_early_to_late,strong_audio_modality,xgboost_smote_f80,speech,vowel_o,,,compare_is10_top800_lightgbm,800.0,validation,validation,duration_shortcut,390,8.93915592948718,5.175527750309688,-0.32960161053053827,-0.3498702471357751
compare_is10_final_validation_predictions,compare_is10_time_stratified_participant_split,strong_audio_modality,catboost_smote_f80,breath,deep_breath,,,compare_is10_top800_lightgbm,800.0,test,test,duration_shortcut,422,16.13695882701422,6.101360647105381,-0.262537920021655,-0.26605485006295115
